,tag,time,CONF,TEMP_BARO,PRESS_BARO,ALT_BARO,GPS_LAT,GPS_LONG,GPS_ALT,TAR_GPS_LAT,TAR_GPS_LONG,LOC_POS,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Heading,RecvOk,STATUS
111359,111359,07:46:26,[],26.9,101525.0,-0.1468,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.03,0.98,0.8,-1.1,-2.0,5.1,100.0,@ARMED
111360,111360,07:46:26,[],26.9,101537.3,-0.2147,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.02,0.97,0.1,-1.8,-0.5,5.2,100.0,@ARMED
111361,111361,07:46:26,[],26.9,101526.0,-0.1522,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.02,0.97,1.4,-1.8,-3.4,5.1,100.0,@ARMED
111362,111362,07:46:27,[],26.9,101532.1,-0.1859,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.02,0.97,0.6,-1.5,-1.6,5.3,100.0,@ARMED
111363,111363,07:46:27,[],26.8,101526.9,-0.1575,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.03,0.98,3.0,-2.8,1.5,5.3,100.0,@ARMED
111364,111364,07:46:27,[],26.8,101537.1,-0.2138,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.04,0.98,2.0,-0.9,0.4,5.2,100.0,@ARMED
111365,111365,07:46:27,[],26.8,101515.6,-0.0949,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.11,0.02,1.0,1.7,2.8,-2.1,5.1,100.0,@ARMED
111366,111366,07:46:27,[],26.8,101534.1,-0.197,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.03,0.99,0.3,-4.2,12.7,5.2,100.0,@ARMED
111367,111367,07:46:28,[],26.8,101519.7,-0.1177,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.01,1.01,1.7,-0.4,-2.3,5.2,100.0,@ARMED
111368,111368,07:46:28,[],26.9,101532.1,-0.1859,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.01,0.99,2.3,-0.9,-12.5,5.2,100.0,@ARMED
111369,111369,07:46:28,[],26.9,101525.9,-0.152,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.07,-0.01,0.96,2.6,-6.4,-4.3,5.2,100.0,@ARMED
111370,111370,07:46:28,[],26.8,101535.1,-0.2026,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.03,0.97,0.9,0.6,1.3,5.1,100.0,@ARMED
111371,111371,07:46:28,[],26.9,101538.2,-0.2197,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.1,0.03,0.96,0.7,-3.1,-0.0,5.1,100.0,@ARMED
111372,111372,07:46:29,[],26.8,101517.8,-0.1067,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.05,0.98,0.7,-1.7,2.6,5.2,100.0,@ARMED
111373,111373,07:46:29,[],26.8,101525.9,-0.1516,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.01,0.97,1.0,-1.8,3.9,5.2,100.0,@ARMED
111374,111374,07:46:29,[],26.8,101517.7,-0.1061,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.02,0.97,0.7,-2.2,-2.4,5.1,100.0,@ARMED
111375,111375,07:46:29,[],26.7,101519.6,-0.1169,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.02,0.99,1.2,-0.1,3.1,5.1,100.0,@ARMED
111376,111376,07:46:29,[],26.8,101544.1,-0.2527,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.03,1.02,1.6,-1.8,6.0,5.0,100.0,@ARMED
111377,111377,07:46:30,[],26.7,101521.6,-0.1279,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.01,0.96,0.8,-1.7,13.8,5.2,100.0,@ARMED
111378,111378,07:46:30,[],26.7,101521.6,-0.1279,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.04,0.04,1.01,1.7,-2.9,1.2,5.2,100.0,@ARMED
111379,111379,07:46:30,[],26.7,101529.7,-0.1731,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.06,0.02,0.99,2.3,-1.6,-6.0,5.1,100.0,@ARMED
111380,111380,07:46:30,[],26.7,101531.8,-0.1844,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.07,0.03,0.97,0.9,0.2,-0.4,5.1,100.0,@ARMED
111381,111381,07:46:30,[],26.7,101530.8,-0.1789,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.07,0.03,0.94,1.2,-2.3,-4.7,5.2,100.0,@ARMED
111382,111382,07:46:31,[],26.7,101513.4,-0.0828,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.04,0.97,2.2,-2.0,-2.8,5.3,100.0,@ARMED
111383,111383,07:46:31,[],26.7,101526.6,-0.1558,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,0.03,0.96,0.8,-4.9,-0.6,5.0,100.0,@ARMED
111384,111384,07:46:31,[],26.7,101530.7,-0.1786,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.04,0.04,0.95,-0.3,-2.5,3.0,5.1,100.0,@ARMED
111385,111385,07:46:31,[],26.7,101532.8,-0.1897,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.1,0.02,1.04,-0.5,1.9,-2.1,5.1,100.0,@ARMED
111386,111386,07:46:31,[],26.7,101526.7,-0.156,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.12,0.01,1.02,-0.4,-1.1,-0.5,5.1,100.0,@ARMED
111387,111387,07:46:32,[],26.7,101537.8,-0.2178,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.04,0.04,0.98,2.0,-3.1,7.8,5.2,100.0,@ARMED
111388,111388,07:46:32,[],26.7,101540.9,-0.2349,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.15,0.02,1.01,0.3,-5.7,0.9,5.1,100.0,@ARMED
111389,111389,07:46:32,[],26.7,101534.7,-0.2007,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.23,0.06,0.98,0.3,-0.6,3.6,5.1,100.0,@ARMED
111390,111390,07:46:32,[],27.8,101800.8,-1.6722,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.23,0.02,1.03,5.3,-1.1,-2.3,5.2,100.0,@ARMED
111391,111391,07:46:32,[],26.6,101524.5,-0.1438,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.02,0.0,0.94,7.9,-1.5,6.2,5.1,100.0,@ARMED
111392,111392,07:46:33,[],26.6,101523.4,-0.1379,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,-0.02,0.96,0.6,-3.0,6.8,5.2,100.0,@ARMED
111393,111393,07:46:33,[],26.6,101531.6,-0.1832,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.01,1.01,3.1,-0.1,0.6,5.2,100.0,@ARMED
111394,111394,07:46:33,[],26.6,101529.5,-0.1719,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.08,-0.02,0.97,4.2,-1.0,-1.7,5.2,100.0,@ARMED
111395,111395,07:46:33,[],26.6,101526.4,-0.1544,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.06,-0.0,0.96,1.4,-2.7,2.8,5.2,100.0,@ARMED
111396,111396,07:46:34,[],26.6,101515.2,-0.0926,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.1,0.02,0.99,0.7,-7.7,-5.7,5.2,100.0,@ARMED
111397,111397,07:46:34,[],26.6,101527.5,-0.1605,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.09,0.05,0.94,-0.2,-2.0,-0.6,5.2,100.0,@ARMED
111398,111398,07:46:34,[],26.6,101534.7,-0.2003,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.04,0.02,1.03,1.9,-5.1,-8.7,5.3,100.0,@ARMED
111399,111399,07:46:34,[],26.6,101523.4,-0.1381,27.977125,-82.024019,-0.0,0.0,0.0,"-0.000,-0.000",0.13,0.02,0.96,-0.5,0.2,-1.5,5.1,100.0,@ARMED
